,lat,minPrimary_transitTime,min_dis,remaining_lease,DBSS,Improved,Model A,New Generation,Type S1,Type S2,2 ROOM,01 TO 03,04 TO 06,16 TO 18,19 TO 21,22 TO 24,25 TO 27,28 TO 30,31 TO 33,34 TO 36,37 TO 39,40 TO 42,43 TO 45,BISHAN,BUKIT MERAH,CENTRAL AREA,CHOA CHU KANG,CLEMENTI,JURONG WEST,KALLANG/WHAMPOA,QUEENSTOWN,WOODLANDS,YISHUN,resale_price_per_sqm
70,1.34785140092909,826.0,0.0082683180351901,63.41666666666666,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4842.024096385542
71,1.39804841532732,543.0,0.0027510758802693,80.66666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5000.0
72,1.36284881503816,292.0,0.0039400677527004,62.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4417.47572815534
73,1.43068809166629,765.0,0.0024148299335737,65.66666666666667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5294.117647058823
74,1.36132334023489,706.0,0.0053971115397103,69.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5514.018691588785
75,1.34964117458858,903.0,0.0066701671999495,60.91666666666666,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4949.487603305785
76,1.31851207644417,1038.0,0.0155431576413475,54.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4639.1752577319585
77,1.35235753004524,1171.0,0.0061526640985698,94.83333333333331,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7787.6106194690265
78,1.35191832510998,1064.0,0.0072789571011785,71.58333333333333,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4878.5046728971965
79,1.38634539387806,924.0,0.0015680881899522,74.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5301.075268817204
80,1.34811106445663,703.0,0.0039216006950745,64.58333333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5509.615384615385
81,1.42381002085379,789.0,0.0115272625242798,88.08333333333333,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5652.173913043478
82,1.43213384772534,1062.0,0.006399376900371,74.41666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5455.445544554455
83,1.43514317476086,979.0,0.0089949266295124,73.41666666666667,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4788.135593220339
84,1.40524575016039,953.0,0.0008964924122608,91.91666666666669,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6451.612903225807
85,1.33454683171677,1191.0,0.0031857545893298,81.41666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9534.883720930233
86,1.44537252441166,380.0,0.0151052100140307,73.58333333333333,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4713.11475409836
87,1.30492724290307,1085.0,0.010162350446439,59.41666666666666,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5588.235294117647
88,1.32918105126141,935.0,0.0029238573515639,92.58333333333331,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9408.602150537634
89,1.38359765453194,768.0,0.0012311025557402,87.58333333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6521.739130434783
90,1.44751212351612,568.0,0.0174180806540925,73.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4900.990099009901
