month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,lat,lng
2023-01,ANG MO KIO,2 ROOM,406,ANG MO KIO AVE 10,01 TO 03,44.0,Improved,1979,55.416666666666664,267000.0,1.36200453938712,103.853879910407
2023-01,ANG MO KIO,2 ROOM,323,ANG MO KIO AVE 3,04 TO 06,49.0,Improved,1977,53.5,300000.0,1.36790849360635,103.84771408812
2023-01,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,04 TO 06,44.0,Improved,1978,54.083333333333336,280000.0,1.36622707120636,103.850085858983
2023-01,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,07 TO 09,44.0,Improved,1978,54.083333333333336,282000.0,1.36622707120636,103.850085858983
2023-01,ANG MO KIO,2 ROOM,170,ANG MO KIO AVE 4,01 TO 03,45.0,Improved,1986,62.083333333333336,289800.0,1.37400071781295,103.83643153142
2023-01,ANG MO KIO,3 ROOM,225,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1978,54.083333333333336,380000.0,1.36739612776859,103.838150007464
2023-01,ANG MO KIO,3 ROOM,310C,ANG MO KIO AVE 1,25 TO 27,70.0,Model A,2012,88.75,635000.0,1.36461194568101,103.844851256166
2023-01,ANG MO KIO,3 ROOM,225,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1978,54.083333333333336,380000.0,1.36739612776859,103.838150007464
2023-01,ANG MO KIO,3 ROOM,319,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1977,53.333333333333336,365000.0,1.36509785283533,103.847380723566
2023-01,ANG MO KIO,3 ROOM,319,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1977,53.333333333333336,418000.0,1.36509785283533,103.847380723566
2023-01,ANG MO KIO,3 ROOM,220,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1977,53.583333333333336,380000.0,1.36558833593063,103.840518883254
2023-01,ANG MO KIO,3 ROOM,457,ANG MO KIO AVE 10,07 TO 09,89.0,New Generation,1980,56.083333333333336,425000.0,1.36569761910875,103.858941954115
2023-01,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1981,57.083333333333336,345000.0,1.37392238703482,103.855621370524
2023-01,ANG MO KIO,3 ROOM,456,ANG MO KIO AVE 10,04 TO 06,75.0,New Generation,1980,56.083333333333336,390000.0,1.36716071992678,103.858658520644
2023-01,ANG MO KIO,3 ROOM,419,ANG MO KIO AVE 10,01 TO 03,74.0,New Generation,1979,55.75,365000.0,1.36534669720177,103.85415182597
2023-01,ANG MO KIO,3 ROOM,464,ANG MO KIO AVE 10,01 TO 03,75.0,New Generation,1980,56.166666666666664,388000.0,1.36672875832929,103.856921360601
2023-01,ANG MO KIO,3 ROOM,474,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1984,60.166666666666664,341888.0,1.36275784702216,103.858015323667
2023-01,ANG MO KIO,3 ROOM,418,ANG MO KIO AVE 10,07 TO 09,74.0,New Generation,1979,55.666666666666664,400000.0,1.3649460137791,103.854043379775
2023-01,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1981,57.083333333333336,360000.0,1.37392238703482,103.855621370524
2023-01,ANG MO KIO,3 ROOM,556,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,56.166666666666664,360000.0,1.37203235843331,103.857625381508
2023-01,ANG MO KIO,3 ROOM,462,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1980,56.083333333333336,392000.0,1.36695558620194,103.858031320467
2023-01,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,04 TO 06,82.0,New Generation,1980,56.166666666666664,428000.0,1.37081626777721,103.859192334256
2023-01,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,13 TO 15,74.0,New Generation,1979,55.583333333333336,402800.0,1.36495953274783,103.855197097728
2023-01,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,04 TO 06,74.0,New Generation,1979,55.583333333333336,372000.0,1.36495953274783,103.855197097728
2023-01,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,07 TO 09,82.0,New Generation,1980,56.083333333333336,390000.0,1.37081626777721,103.859192334256
2023-01,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1981,57.0,345000.0,1.37392238703482,103.855621370524
2023-01,ANG MO KIO,3 ROOM,211,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,53.416666666666664,355000.0,1.369196965617,103.841666636086
2023-01,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,52.333333333333336,338000.0,1.36776947218047,103.841255432522
2023-01,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,07 TO 09,81.0,New Generation,1977,53.333333333333336,410000.0,1.36880359418469,103.841618072603
2023-01,ANG MO KIO,3 ROOM,346,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1978,54.333333333333336,398000.0,1.36709586875167,103.84966230288
2023-01,ANG MO KIO,3 ROOM,232,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,53.75,367000.0,1.36834606813391,103.837196046409
2023-01,ANG MO KIO,3 ROOM,230,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1978,54.083333333333336,378000.0,1.36885445228086,103.837896397823
2023-01,ANG MO KIO,3 ROOM,120,ANG MO KIO AVE 3,07 TO 09,82.0,New Generation,1978,54.833333333333336,408000.0,1.37004739686133,103.844594754874
2023-01,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1979,55.416666666666664,405000.0,1.3697435855576,103.856023138277
2023-01,ANG MO KIO,3 ROOM,103,ANG MO KIO AVE 3,01 TO 03,89.0,New Generation,1978,54.166666666666664,448888.0,1.37101657804604,103.839304839187
2023-01,ANG MO KIO,3 ROOM,211,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,53.416666666666664,390000.0,1.369196965617,103.841666636086
2023-01,ANG MO KIO,3 ROOM,313,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1978,54.083333333333336,380000.0,1.36664972640598,103.850133665442
2023-01,ANG MO KIO,3 ROOM,585,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979,55.5,380000.0,1.37059756050933,103.852367040901
2023-01,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979,55.333333333333336,375000.0,1.3697435855576,103.856023138277
2023-01,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1978,54.833333333333336,346000.0,1.36970226464475,103.84343759746
2023-01,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979,55.333333333333336,388000.0,1.3697435855576,103.856023138277
2023-01,ANG MO KIO,3 ROOM,301,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,54.166666666666664,399000.0,1.36742111677854,103.845903592172
2023-01,ANG MO KIO,3 ROOM,163,ANG MO KIO AVE 4,01 TO 03,69.0,New Generation,1980,56.916666666666664,346800.0,1.37354853919927,103.838176471398
2023-01,ANG MO KIO,3 ROOM,607,ANG MO KIO AVE 4,07 TO 09,68.0,New Generation,1980,57.0,375000.0,1.38046758670091,103.838816721629
2023-01,ANG MO KIO,3 ROOM,110,ANG MO KIO AVE 4,10 TO 12,67.0,New Generation,1978,54.666666666666664,375000.0,1.37045937010888,103.837419259859
2023-01,ANG MO KIO,3 ROOM,630,ANG MO KIO AVE 4,04 TO 06,82.0,New Generation,1981,57.833333333333336,388000.0,1.38054138917049,103.841068277331
2023-01,ANG MO KIO,3 ROOM,172,ANG MO KIO AVE 4,01 TO 03,69.0,Improved,1986,62.083333333333336,360000.0,1.37469423247424,103.836462867365
2023-01,ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1981,57.416666666666664,350000.0,1.37587723828643,103.840067482919
2023-01,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,01 TO 03,73.0,New Generation,1977,53.583333333333336,430000.0,1.37061517595951,103.83596769452
2023-01,ANG MO KIO,3 ROOM,632,ANG MO KIO AVE 4,01 TO 03,67.0,New Generation,1981,57.833333333333336,360000.0,1.37992682002036,103.84143237207
2023-01,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981,57.166666666666664,324500.0,1.37671105271454,103.841168190659
2023-01,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,57.083333333333336,380000.0,1.37671105271454,103.841168190659
2023-01,ANG MO KIO,3 ROOM,181,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,57.333333333333336,386000.0,1.37679309896347,103.837142240849
2023-01,ANG MO KIO,3 ROOM,181,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981,57.333333333333336,365000.0,1.37679309896347,103.837142240849
2023-01,ANG MO KIO,3 ROOM,603,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,56.5,338888.0,1.38020079047279,103.83575571651
2023-01,ANG MO KIO,3 ROOM,611,ANG MO KIO AVE 5,10 TO 12,81.0,New Generation,1980,56.5,422888.0,1.37829205175133,103.83725190016
2023-01,ANG MO KIO,3 ROOM,538,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1980,56.166666666666664,356000.0,1.37559336678106,103.853347801104
2023-01,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,57.333333333333336,355000.0,1.3766876256746,103.840159506601
2023-01,ANG MO KIO,3 ROOM,124,ANG MO KIO AVE 6,10 TO 12,67.0,New Generation,1979,55.083333333333336,370800.0,1.37088839089522,103.844764527974
2023-01,ANG MO KIO,3 ROOM,513,ANG MO KIO AVE 8,01 TO 03,67.0,New Generation,1984,60.666666666666664,375000.0,1.37274887735559,103.850191392582
2023-01,ANG MO KIO,3 ROOM,504,ANG MO KIO AVE 8,07 TO 09,82.0,New Generation,1980,56.583333333333336,405000.0,1.37482589458092,103.848956089557
2023-01,ANG MO KIO,3 ROOM,625,ANG MO KIO AVE 9,10 TO 12,68.0,New Generation,1980,56.833333333333336,390000.0,1.38219867741921,103.841211533475
2023-01,ANG MO KIO,4 ROOM,307B,ANG MO KIO AVE 1,07 TO 09,88.0,Model A,2012,88.75,735000.0,1.36583937026389,103.844630828457
2023-01,ANG MO KIO,4 ROOM,337,ANG MO KIO AVE 1,07 TO 09,91.0,New Generation,1982,58.166666666666664,480888.0,1.36319555672393,103.851616001112
2023-01,ANG MO KIO,4 ROOM,467,ANG MO KIO AVE 10,07 TO 09,92.0,New Generation,1979,55.916666666666664,470000.0,1.36539106633914,103.856803588706
2023-01,ANG MO KIO,4 ROOM,415,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979,55.666666666666664,486500.0,1.36445335577543,103.853655233672
2023-01,ANG MO KIO,4 ROOM,438,ANG MO KIO AVE 10,01 TO 03,92.0,New Generation,1979,55.0,505000.0,1.3669708169506,103.853906591778
2023-01,ANG MO KIO,4 ROOM,436,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979,55.0,505000.0,1.36734158552808,103.854041064261
2023-01,ANG MO KIO,4 ROOM,428,ANG MO KIO AVE 3,04 TO 06,92.0,New Generation,1978,54.916666666666664,460000.0,1.36893906457102,103.854412288513
2023-01,ANG MO KIO,4 ROOM,128,ANG MO KIO AVE 3,04 TO 06,92.0,New Generation,1978,54.75,440000.0,1.37083202800001,103.843546990613
2023-01,ANG MO KIO,4 ROOM,301,ANG MO KIO AVE 3,10 TO 12,98.0,New Generation,1978,54.25,560000.0,1.36742111677854,103.845903592172
2023-01,ANG MO KIO,4 ROOM,428,ANG MO KIO AVE 3,10 TO 12,92.0,New Generation,1978,54.833333333333336,545000.0,1.36893906457102,103.854412288513
2023-01,ANG MO KIO,4 ROOM,326,ANG MO KIO AVE 3,01 TO 03,92.0,New Generation,1977,53.416666666666664,478000.0,1.36706933818888,103.847902498352
2023-01,ANG MO KIO,4 ROOM,329,ANG MO KIO AVE 3,04 TO 06,98.0,New Generation,1978,54.0,570000.0,1.3665990830055,103.846874423696
2023-01,ANG MO KIO,4 ROOM,612,ANG MO KIO AVE 4,01 TO 03,91.0,New Generation,1980,56.666666666666664,450000.0,1.37890791374409,103.838602654716
2023-01,ANG MO KIO,4 ROOM,118,ANG MO KIO AVE 4,07 TO 09,90.0,New Generation,1978,54.416666666666664,483000.0,1.37329593649654,103.835475719134
2023-01,ANG MO KIO,4 ROOM,113,ANG MO KIO AVE 4,10 TO 12,92.0,New Generation,1978,54.083333333333336,485000.0,1.37178518125527,103.835965663569
2023-01,ANG MO KIO,4 ROOM,608,ANG MO KIO AVE 5,10 TO 12,91.0,New Generation,1980,56.5,518000.0,1.37858209980487,103.836760311526
2023-01,ANG MO KIO,4 ROOM,533,ANG MO KIO AVE 5,04 TO 06,91.0,New Generation,1980,56.166666666666664,473000.0,1.3741692336847,103.853001924476
2023-01,ANG MO KIO,4 ROOM,154,ANG MO KIO AVE 5,07 TO 09,93.0,New Generation,1981,57.0,466888.0,1.37626067387977,103.841230957516
2023-01,ANG MO KIO,4 ROOM,634,ANG MO KIO AVE 6,04 TO 06,91.0,New Generation,1980,56.583333333333336,490000.0,1.38158208102128,103.84327351566
2023-01,ANG MO KIO,4 ROOM,700B,ANG MO KIO AVE 6,16 TO 18,90.0,Model A,2003,79.66666666666667,760000.0,1.36941049804616,103.846059822142
2023-01,ANG MO KIO,4 ROOM,260A,ANG MO KIO ST 21,10 TO 12,92.0,Model A,2018,94.58333333333333,830000.0,1.36928934819166,103.834131942869
2023-01,ANG MO KIO,4 ROOM,260A,ANG MO KIO ST 21,16 TO 18,92.0,Model A,2018,94.5,875000.0,1.36928934819166,103.834131942869
2023-01,ANG MO KIO,4 ROOM,260A,ANG MO KIO ST 21,25 TO 27,93.0,Model A,2018,94.5,940000.0,1.36928934819166,103.834131942869
2023-01,ANG MO KIO,4 ROOM,316A,ANG MO KIO ST 31,07 TO 09,95.0,Model A,2006,82.25,690000.0,1.36476598625413,103.846907899709
2023-01,ANG MO KIO,4 ROOM,352,ANG MO KIO ST 32,13 TO 15,90.0,Model A,2001,77.83333333333333,605888.0,1.36442474404862,103.850864037677
2023-01,ANG MO KIO,4 ROOM,352,ANG MO KIO ST 32,25 TO 27,95.0,Model A,2001,77.75,758000.0,1.36442474404862,103.850864037677
2023-01,ANG MO KIO,4 ROOM,455C,ANG MO KIO ST 44,13 TO 15,93.0,Model A,2018,94.33333333333333,880000.0,1.36856484754808,103.857943144204
2023-01,ANG MO KIO,4 ROOM,455C,ANG MO KIO ST 44,13 TO 15,93.0,Model A,2018,94.25,863000.0,1.36856484754808,103.857943144204
2023-01,ANG MO KIO,4 ROOM,455B,ANG MO KIO ST 44,10 TO 12,93.0,Model A,2018,94.25,810000.0,1.36833017912554,103.858495667837
2023-01,ANG MO KIO,4 ROOM,455C,ANG MO KIO ST 44,13 TO 15,93.0,Model A,2018,94.25,865000.0,1.36856484754808,103.857943144204
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,22 TO 24,93.0,Model A,2019,95.16666666666667,928000.0,1.37118642598512,103.852980282648
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,10 TO 12,93.0,Model A,2019,95.16666666666667,910000.0,1.37118642598512,103.852980282648
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,16 TO 18,93.0,Model A,2019,95.16666666666667,915000.0,1.37118642598512,103.852980282648
2023-01,ANG MO KIO,4 ROOM,591A,ANG MO KIO ST 51,13 TO 15,93.0,Model A,2019,95.16666666666667,880000.0,1.37093324079314,103.851940766136
2023-01,ANG MO KIO,4 ROOM,590A,ANG MO KIO ST 51,19 TO 21,93.0,Model A,2019,95.16666666666667,945000.0,1.37122178516983,103.853853154442
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,10 TO 12,93.0,Model A,2019,95.16666666666667,903000.0,1.37118642598512,103.852980282648
2023-01,ANG MO KIO,4 ROOM,590A,ANG MO KIO ST 51,07 TO 09,93.0,Model A,2019,95.16666666666667,850000.0,1.37122178516983,103.853853154442
2023-01,ANG MO KIO,4 ROOM,591A,ANG MO KIO ST 51,25 TO 27,93.0,Model A,2019,95.08333333333333,960000.0,1.37093324079314,103.851940766136
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,25 TO 27,93.0,Model A,2019,95.16666666666667,940000.0,1.37118642598512,103.852980282648
2023-01,ANG MO KIO,4 ROOM,591A,ANG MO KIO ST 51,22 TO 24,93.0,Model A,2019,95.08333333333333,930000.0,1.37093324079314,103.851940766136
2023-01,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,19 TO 21,91.0,DBSS,2011,87.58333333333333,912000.0,1.37175400663025,103.8538833087
2023-01,ANG MO KIO,5 ROOM,306,ANG MO KIO AVE 1,16 TO 18,123.0,Standard,1977,53.583333333333336,682888.0,1.36572552222846,103.845750564626
2023-01,ANG MO KIO,5 ROOM,306,ANG MO KIO AVE 1,04 TO 06,123.0,Standard,1977,53.583333333333336,695000.0,1.36572552222846,103.845750564626
2023-01,ANG MO KIO,5 ROOM,402,ANG MO KIO AVE 10,10 TO 12,119.0,Improved,1979,55.416666666666664,658888.0,1.36147707782617,103.855300420198
2023-01,ANG MO KIO,5 ROOM,259,ANG MO KIO AVE 2,13 TO 15,135.0,Model A,1982,58.416666666666664,790000.0,1.36858148248531,103.831557777899
2023-01,ANG MO KIO,5 ROOM,176,ANG MO KIO AVE 4,04 TO 06,119.0,Improved,1993,69.33333333333333,800000.0,1.3758482258358,103.83615719919
2023-01,ANG MO KIO,5 ROOM,618,ANG MO KIO AVE 4,13 TO 15,133.0,Model A,1996,72.5,858000.0,1.37795244011691,103.83844686462
2023-01,ANG MO KIO,5 ROOM,520,ANG MO KIO AVE 5,19 TO 21,118.0,Improved,1980,56.666666666666664,740000.0,1.3734054063175,103.851134219635
2023-01,ANG MO KIO,5 ROOM,700C,ANG MO KIO AVE 6,19 TO 21,111.0,Improved,2003,79.5,1008000.0,1.36944159368432,103.84648823913
2023-01,ANG MO KIO,5 ROOM,714,ANG MO KIO AVE 6,10 TO 12,119.0,Improved,1980,56.5,820000.0,1.37109649780946,103.84623152448
2023-01,ANG MO KIO,5 ROOM,253,ANG MO KIO ST 21,04 TO 06,128.0,Improved,1996,72.25,768000.0,1.3694605445784,103.834659046016
2023-01,ANG MO KIO,5 ROOM,253,ANG MO KIO ST 21,07 TO 09,138.0,Model A,1996,72.25,838000.0,1.3694605445784,103.834659046016
2023-01,ANG MO KIO,5 ROOM,353,ANG MO KIO ST 32,04 TO 06,110.0,Improved,2001,77.75,780000.0,1.36406807879641,103.851612284582
2023-01,ANG MO KIO,5 ROOM,455B,ANG MO KIO ST 44,34 TO 36,113.0,Improved,2018,94.25,1090000.0,1.36833017912554,103.858495667837
2023-01,ANG MO KIO,5 ROOM,455B,ANG MO KIO ST 44,19 TO 21,113.0,Improved,2018,94.16666666666667,1095000.0,1.36833017912554,103.858495667837
2023-01,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,07 TO 09,117.0,DBSS,2011,87.66666666666667,1025000.0,1.37183157010083,103.853670978083
2023-01,ANG MO KIO,5 ROOM,596C,ANG MO KIO ST 52,22 TO 24,110.0,Improved,2002,79.0,968888.88,1.37193571932413,103.85014325987
2023-01,ANG MO KIO,EXECUTIVE,104A,ANG MO KIO ST 11,07 TO 09,142.0,Apartment,1996,72.41666666666667,1138000.0,1.37182700854497,103.838803655863
2023-01,BEDOK,3 ROOM,219D,BEDOK CTRL,16 TO 18,69.0,Model A,2010,86.41666666666667,620000.0,1.32486246741407,103.933792052544
2023-01,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,07 TO 09,67.0,New Generation,1979,55.083333333333336,380000.0,1.32842000962637,103.927482677521
2023-01,BEDOK,3 ROOM,520,BEDOK NTH AVE 1,04 TO 06,82.0,New Generation,1979,55.583333333333336,392000.0,1.33046461779259,103.92813426172
2023-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,04 TO 06,68.0,New Generation,1980,56.5,356888.0,1.3326931795279,103.926617402908
2023-01,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,07 TO 09,67.0,New Generation,1978,54.916666666666664,390000.0,1.32840382815915,103.930684870347
2023-01,BEDOK,3 ROOM,412,BEDOK NTH AVE 2,04 TO 06,67.0,New Generation,1979,55.5,375000.0,1.32929126082802,103.931090689284
2023-01,BEDOK,3 ROOM,410,BEDOK NTH AVE 2,04 TO 06,68.0,New Generation,1980,56.333333333333336,421000.0,1.32788785914047,103.931835804463
2023-01,BEDOK,3 ROOM,104,BEDOK NTH AVE 4,07 TO 09,67.0,New Generation,1977,53.5,360000.0,1.3332985212474,103.936601473643
2023-01,BEDOK,3 ROOM,103,BEDOK NTH AVE 4,10 TO 12,67.0,New Generation,1977,53.5,348000.0,1.33348259133637,103.93754251438
2023-01,BEDOK,3 ROOM,76,BEDOK NTH RD,10 TO 12,70.0,Improved,1978,54.083333333333336,385000.0,1.3282966654865,103.942067527916
2023-01,BEDOK,3 ROOM,425,BEDOK NTH RD,07 TO 09,67.0,New Generation,1979,55.083333333333336,345000.0,1.32936960154503,103.929067536324
2023-01,BEDOK,3 ROOM,115,BEDOK NTH RD,10 TO 12,73.0,New Generation,1978,54.416666666666664,388000.0,1.33143368026417,103.936865404278
2023-01,BEDOK,3 ROOM,426,BEDOK NTH RD,04 TO 06,67.0,New Generation,1979,55.166666666666664,355000.0,1.32980063275837,103.928985674792
2023-01,BEDOK,3 ROOM,115,BEDOK NTH RD,04 TO 06,73.0,New Generation,1978,54.416666666666664,372000.0,1.33143368026417,103.936865404278
2023-01,BEDOK,3 ROOM,115,BEDOK NTH RD,07 TO 09,88.0,New Generation,1978,54.416666666666664,465000.0,1.33143368026417,103.936865404278
2023-01,BEDOK,3 ROOM,420,BEDOK NTH ST 1,07 TO 09,82.0,New Generation,1979,55.166666666666664,390000.0,1.32774467875638,103.928874390405
2023-01,BEDOK,3 ROOM,218,BEDOK NTH ST 1,01 TO 03,68.0,New Generation,1980,56.166666666666664,385000.0,1.32735657423855,103.933767800546
2023-01,BEDOK,3 ROOM,122,BEDOK NTH ST 2,10 TO 12,67.0,New Generation,1978,54.25,380000.0,1.32861719819893,103.937787149387
2023-01,BEDOK,3 ROOM,533,BEDOK NTH ST 3,07 TO 09,82.0,New Generation,1980,56.166666666666664,400000.0,1.33358016248275,103.92421866691
2023-01,BEDOK,3 ROOM,533,BEDOK NTH ST 3,13 TO 15,68.0,New Generation,1980,56.083333333333336,372000.0,1.33358016248275,103.92421866691
2023-01,BEDOK,3 ROOM,532,BEDOK NTH ST 3,07 TO 09,68.0,New Generation,1980,56.166666666666664,380000.0,1.33419173917878,103.925386600613
2023-01,BEDOK,3 ROOM,526,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1979,55.583333333333336,415000.0,1.33421551878132,103.92912981542
2023-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1979,55.583333333333336,342000.0,1.33460113941761,103.929445271638
2023-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,13 TO 15,82.0,New Generation,1979,55.666666666666664,410000.0,1.33460113941761,103.929445271638
2023-01,BEDOK,3 ROOM,503,BEDOK NTH ST 3,01 TO 03,59.0,Improved,1978,54.333333333333336,300000.0,1.33148846832741,103.932465357827
2023-01,BEDOK,3 ROOM,554,BEDOK NTH ST 3,07 TO 09,82.0,New Generation,1980,56.5,392000.0,1.33258669367715,103.928200054845
2023-01,BEDOK,3 ROOM,539,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1980,56.083333333333336,340000.0,1.33131111312379,103.925307784513
2023-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1979,55.583333333333336,346888.0,1.33460113941761,103.929445271638
2023-01,BEDOK,3 ROOM,531,BEDOK NTH ST 3,01 TO 03,82.0,New Generation,1979,55.666666666666664,408000.0,1.33312991885913,103.926153139784
2023-01,BEDOK,3 ROOM,554,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1980,56.5,362000.0,1.33258669367715,103.928200054845
2023-01,BEDOK,3 ROOM,554,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1980,56.5,380000.0,1.33258669367715,103.928200054845
2023-01,BEDOK,3 ROOM,533,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1980,56.083333333333336,350000.0,1.33358016248275,103.92421866691
2023-01,BEDOK,3 ROOM,536,BEDOK NTH ST 3,10 TO 12,68.0,New Generation,1980,56.0,340000.0,1.3335411894605,103.923190774432
2023-01,BEDOK,3 ROOM,546,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1980,56.416666666666664,368000.0,1.33082005919243,103.925595840288
2023-01,BEDOK,3 ROOM,501,BEDOK NTH ST 3,01 TO 03,59.0,Improved,1978,54.333333333333336,323000.0,1.33164071248973,103.931167665142
2023-01,BEDOK,3 ROOM,188A,BEDOK NTH ST 4,07 TO 09,68.0,Model A,2018,95.08333333333333,550000.0,1.33163353101368,103.941371320775
2023-01,BEDOK,3 ROOM,186B,BEDOK NTH ST 4,07 TO 09,68.0,Model A,2018,95.0,560000.0,1.33003736213542,103.940842245677
2023-01,BEDOK,3 ROOM,748B,BEDOK RESERVOIR CRES,01 TO 03,67.0,DBSS,2014,90.75,540000.0,1.33629391354583,103.921242294579
2023-01,BEDOK,3 ROOM,103,BEDOK RESERVOIR RD,04 TO 06,67.0,New Generation,1985,61.5,360000.0,1.32877022232019,103.909381354431
2023-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,04 TO 06,68.0,New Generation,1981,57.666666666666664,360000.0,1.33541606639526,103.922350069667
2023-01,BEDOK,3 ROOM,127,BEDOK RESERVOIR RD,01 TO 03,64.0,Simplified,1986,63.083333333333336,370000.0,1.33284642861815,103.91117129085
2023-01,BEDOK,3 ROOM,117,BEDOK RESERVOIR RD,07 TO 09,67.0,New Generation,1985,61.583333333333336,415888.0,1.3314132488271,103.908688936549
2023-01,BEDOK,3 ROOM,740,BEDOK RESERVOIR RD,04 TO 06,67.0,New Generation,1986,62.583333333333336,362500.0,1.3380258563727,103.922835001967
2023-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,04 TO 06,82.0,New Generation,1981,57.5,438000.0,1.33541606639526,103.922350069667
2023-01,BEDOK,3 ROOM,3,BEDOK STH AVE 1,04 TO 06,59.0,Improved,1976,52.166666666666664,320000.0,1.32191533930821,103.933180861675
2023-01,BEDOK,3 ROOM,3,BEDOK STH AVE 1,01 TO 03,59.0,Improved,1976,52.166666666666664,325000.0,1.32191533930821,103.933180861675
2023-01,BEDOK,3 ROOM,23,BEDOK STH AVE 1,10 TO 12,73.0,New Generation,1977,53.416666666666664,410000.0,1.32329861671383,103.932762614007
2023-01,BEDOK,3 ROOM,22,BEDOK STH AVE 1,01 TO 03,73.0,New Generation,1977,53.416666666666664,375000.0,1.3228317365472,103.932852166088
2023-01,BEDOK,3 ROOM,33,BEDOK STH AVE 2,10 TO 12,88.0,New Generation,1978,54.166666666666664,438888.0,1.32283703302242,103.939124525951
2023-01,BEDOK,3 ROOM,36,CHAI CHEE AVE,04 TO 06,65.0,Improved,1974,50.083333333333336,350000.0,1.32534102499628,103.92543538387
2023-01,BEDOK,3 ROOM,60,CHAI CHEE RD,01 TO 03,75.0,Model A,1982,58.916666666666664,357000.0,1.3245410846025,103.921238276299
